"10.551955/-9.57129/-2.0397832/Thu Nov 05 00:22:14 IST 2015,"
"5.374044/-9.414384/-2.1182363/Thu Nov 05 00:22:14 IST 2015,"
"4.3541527/-10.277369/-2.941995/Thu Nov 05 00:22:14 IST 2015,"
"2.8635418/-8.786758/-1.8436501/Thu Nov 05 00:22:14 IST 2015,"
"1.9613299/-8.786758/-1.4513842/Thu Nov 05 00:22:14 IST 2015,"
"1.176798/-6.943108/1.0198916/Thu Nov 05 00:22:14 IST 2015,"
"2.5889556/-7.0607877/1.1375713/Thu Nov 05 00:22:14 IST 2015,"
"2.353596/-9.885103/-0.8629852/Thu Nov 05 00:22:14 IST 2015,"
"1.2552512/-8.904438/0.4314926/Thu Nov 05 00:22:14 IST 2015,"
"1.8044236/-10.316595/-0.19613299/Thu Nov 05 00:22:14 IST 2015,"
"3.5696206/-10.983448/0.2745862/Thu Nov 05 00:22:14 IST 2015,"
"3.412714/-10.473502/-0.0/Thu Nov 05 00:22:14 IST 2015,"
"1.8044236/-10.748088/-1.0591182/Thu Nov 05 00:22:14 IST 2015,"
"-0.1176798/-9.92433/-0.2745862/Thu Nov 05 00:22:14 IST 2015,"
"1.4121575/-11.571847/-0.0392266/Thu Nov 05 00:22:14 IST 2015,"
"2.6281822/-15.102241/-0.6668522/Thu Nov 05 00:22:14 IST 2015,"
"4.8248715/-13.337044/-0.3138128/Thu Nov 05 00:22:14 IST 2015,"
"5.962443/-13.415497/-1.372931/Thu Nov 05 00:22:14 IST 2015,"
"8.316039/-12.709418/-0.98066497/Thu Nov 05 00:22:14 IST 2015,"
"6.00167/-6.9038815/0.588399/Thu Nov 05 00:22:14 IST 2015,"
"2.8635418/-5.0210047/-1.372931/Thu Nov 05 00:22:14 IST 2015,"
"0.9414384/-5.6094036/-1.3337044/Thu Nov 05 00:22:14 IST 2015,"
"0.5099458/-4.707192/-2.9027684/Thu Nov 05 00:22:14 IST 2015,"
"0.98066497/-2.9027684/-1.4513842/Thu Nov 05 00:22:14 IST 2015,"
"2.0397832/-1.3337044/1.0591182/Thu Nov 05 00:22:14 IST 2015,"
"6.550842/-9.92433/15.416054/Thu Nov 05 00:22:15 IST 2015,"
"7.0607877/-14.866881/10.8657675/Thu Nov 05 00:22:15 IST 2015,"
"5.7270837/-6.4723887/7.3746004/Thu Nov 05 00:22:15 IST 2015,"
"3.8442068/-6.080123/-0.3138128/Thu Nov 05 00:22:15 IST 2015,"
"5.8447633/-15.3376/1.6867437/Thu Nov 05 00:22:15 IST 2015,"
"4.393379/-10.120462/0.78453195/Thu Nov 05 00:22:15 IST 2015,"
"4.0795665/-9.139797/-2.2359161/Thu Nov 05 00:22:15 IST 2015,"
"4.5502853/-11.179581/-2.6281822/Thu Nov 05 00:22:15 IST 2015,"
"3.6088471/-11.140354/-2.2751427/Thu Nov 05 00:22:15 IST 2015,"
"2.0005565/-8.276813/-1.1375713/Thu Nov 05 00:22:15 IST 2015,"
"0.74530536/-4.785645/2.7066352/Thu Nov 05 00:22:15 IST 2015,"
"1.9613299/-4.981778/1.2944778/Thu Nov 05 00:22:15 IST 2015,"
"2.8635418/-7.139241/-0.1569064/Thu Nov 05 00:22:15 IST 2015,"
"4.0403395/-10.904995/2.4712758/Thu Nov 05 00:22:15 IST 2015,"
"3.726527/-10.630408/-0.35303938/Thu Nov 05 00:22:15 IST 2015,"
"2.1574628/-10.826541/-0.6668522/Thu Nov 05 00:22:15 IST 2015,"
"1.176798/-11.53262/-2.0005565/Thu Nov 05 00:22:15 IST 2015,"
"-0.39226598/-15.494507/-2.0397832/Thu Nov 05 00:22:15 IST 2015,"
"2.6674087/-12.787871/1.4513842/Thu Nov 05 00:22:15 IST 2015,"
"4.9425516/-11.571847/0.3138128/Thu Nov 05 00:22:15 IST 2015,"
"5.4524975/-12.748645/-0.8629852/Thu Nov 05 00:22:15 IST 2015,"
"6.825428/-13.415497/-1.2552512/Thu Nov 05 00:22:15 IST 2015,"
"6.354709/-9.92433/-0.9414384/Thu Nov 05 00:22:15 IST 2015,"
"3.1381278/-6.3939357/-1.4121575/Thu Nov 05 00:22:15 IST 2015,"
"0.70607877/-5.217138/-1.176798/Thu Nov 05 00:22:15 IST 2015,"
"-0.19613299/-4.7464185/-1.2552512/Thu Nov 05 00:22:16 IST 2015,"
"1.4121575/-4.0795665/-1.0983448/Thu Nov 05 00:22:16 IST 2015,"
"4.393379/-2.5889556/-0.0/Thu Nov 05 00:22:16 IST 2015,"
"4.2364726/-1.8436501/2.0397832/Thu Nov 05 00:22:16 IST 2015,"
"8.080679/-14.435389/16.906664/Thu Nov 05 00:22:16 IST 2015,"
"5.6878567/-14.945334/11.924886/Thu Nov 05 00:22:16 IST 2015,"
"2.353596/-7.963/3.0596747/Thu Nov 05 00:22:16 IST 2015,"
"8.708305/-11.964112/-3.5303938/Thu Nov 05 00:22:16 IST 2015,"
