0.6668522	10.042009	0.19613299	 11 10 10:25:50  2015
0.74530536	9.610517	0.4314926	 11 10 10:25:50  2015
0.70607877	9.68897	0.2745862	 11 10 10:25:50  2015
0.35303938	9.80665	0.2353596	 11 10 10:25:50  2015
0.0784532	9.68897	0.70607877	 11 10 10:25:50  2015
-0.1569064	9.610517	0.74530536	 11 10 10:25:50  2015
-0.2745862	9.649743	0.6668522	 11 10 10:25:50  2015
-0.35303938	10.159689	0.6276256	 11 10 10:25:50  2015
-0.0	10.434276	0.78453195	 11 10 10:25:50  2015
0.2745862	9.610517	0.78453195	 11 10 10:25:50  2015
0.3138128	8.982891	0.5491724	 11 10 10:25:51  2015
-0.0	8.8652115	0.4707192	 11 10 10:25:51  2015
-0.0392266	9.257478	0.74530536	 11 10 10:25:51  2015
-0.2745862	9.610517	0.5491724	 11 10 10:25:51  2015
-0.5099458	10.159689	0.5491724	 11 10 10:25:51  2015
-0.35303938	9.728196	0.588399	 11 10 10:25:51  2015
-0.2745862	9.92433	0.70607877	 11 10 10:25:51  2015
-0.588399	10.434276	0.19613299	 11 10 10:25:51  2015
-1.176798	11.258034	0.1569064	 11 10 10:25:51  2015
0.2353596	12.238699	-0.70607877	 11 10 10:25:51  2015
1.372931	13.768537	-2.1574628	 11 10 10:25:51  2015
1.4513842	12.160246	-3.2558076	 11 10 10:25:51  2015
3.3734875	8.512172	-2.1574628	 11 10 10:25:51  2015
3.216581	6.864655	-2.3143694	 11 10 10:25:51  2015
2.6281822	8.355266	-2.0790098	 11 10 10:25:51  2015
2.941995	9.57129	-1.6082906	 11 10 10:25:51  2015
2.9027684	9.296704	-1.1375713	 11 10 10:25:51  2015
2.9812214	8.159133	-0.588399	 11 10 10:25:51  2015
2.4712758	7.6884136	-0.6276256	 11 10 10:25:51  2015
1.7651969	8.080679	-0.588399	 11 10 10:25:51  2015
1.6082906	8.825985	-0.39226598	 11 10 10:25:51  2015
2.0005565	8.825985	0.2353596	 11 10 10:25:51  2015
2.0397832	9.100571	0.39226598	 11 10 10:25:51  2015
2.2359161	9.492837	0.4707192	 11 10 10:25:51  2015
2.5497289	10.238142	0.2745862	 11 10 10:25:51  2015
2.6281822	11.924886	0.4314926	 11 10 10:25:52  2015
2.432049	13.337044	0.9414384	 11 10 10:25:52  2015
2.3143694	14.435389	-0.1569064	 11 10 10:25:52  2015
-0.74530536	12.513285	-3.6480737	 11 10 10:25:52  2015
-1.8436501	10.081236	-3.5303938	 11 10 10:25:52  2015
-0.8629852	9.767424	-2.1182363	 11 10 10:25:52  2015
-0.35303938	9.335931	-1.4513842	 11 10 10:25:52  2015
-0.5099458	8.159133	-0.6276256	 11 10 10:25:52  2015
-0.4314926	6.825428	-0.0784532	 11 10 10:25:52  2015
-0.1569064	5.88399	0.0392266	 11 10 10:25:52  2015
-0.0392266	6.3154826	0.0392266	 11 10 10:25:52  2015
0.2745862	7.7668667	0.1176798	 11 10 10:25:52  2015
0.35303938	9.492837	0.78453195	 11 10 10:25:52  2015
-0.0784532	10.591182	0.8629852	 11 10 10:25:52  2015
0.5491724	11.885659	0.4314926	 11 10 10:25:52  2015
0.6668522	13.454723	2.0397832	 11 10 10:25:52  2015
3.9226599	13.258591	-0.0	 11 10 10:25:52  2015
2.1966896	12.513285	-2.0790098	 11 10 10:25:52  2015
0.8629852	9.100571	-3.216581	 11 10 10:25:52  2015
2.1966896	9.649743	-1.5690639	 11 10 10:25:52  2015
3.0596747	10.630408	-0.98066497	 11 10 10:25:52  2015
1.372931	9.80665	-0.70607877	 11 10 10:25:52  2015
1.0198916	8.708305	-0.35303938	 11 10 10:25:52  2015
1.2944778	6.4723887	0.3138128	 11 10 10:25:52  2015
1.2944778	5.217138	0.35303938	 11 10 10:25:52  2015
0.78453195	6.3154826	0.4314926	 11 10 10:25:53  2015
0.8629852	8.316039	0.9022118	 11 10 10:25:53  2015
1.9221034	10.316595	1.2944778	 11 10 10:25:53  2015
2.3928225	11.846433	0.9022118	 11 10 10:25:53  2015
2.1182363	13.454723	1.8044236	 11 10 10:25:53  2015
2.3143694	13.297817	2.0005565	 11 10 10:25:53  2015
0.6276256	11.885659	-1.5298374	 11 10 10:25:53  2015
-1.0591182	10.434276	-3.5696206	 11 10 10:25:53  2015
-1.0198916	11.6503	-1.9613299	 11 10 10:25:53  2015
0.5099458	11.53262	-1.2944778	 11 10 10:25:53  2015
