2.1068976	8.983045	1.8770541	1447388536369
2.1452048	9.11712	1.8770541	1447388536389
1.9536686	9.461885	1.9536686	1447388536409
1.9919758	9.346964	1.934515	1447388536429
1.9153614	9.32781	1.934515	1447388536451
1.9728222	9.193734	1.8962077	1447388536478
1.934515	9.212888	1.934515	1447388536495
1.9919758	9.193734	1.934515	1447388536510
2.087744	9.193734	1.8770541	1447388536530
2.1068976	9.251195	1.8579005	1447388536551
2.0685902	9.155427	1.8195933	1447388536569
2.030283	9.251195	1.9153614	1447388536594
1.9919758	9.270349	1.8770541	1447388536610
2.0111294	9.212888	1.9153614	1447388536629
2.0685902	9.174581	1.8962077	1447388536649
2.1068976	9.097966	1.8770541	1447388536669
2.1452048	9.11712	1.8579005	1447388536690
2.2409728	9.11712	1.9153614	1447388536710
2.0111294	9.385271	1.9536686	1447388536729
1.9728222	9.32781	1.8770541	1447388536749
2.0111294	9.174581	1.9728222	1447388536769
2.030283	9.174581	1.9536686	1447388536789
2.0494366	8.983045	1.9536686	1447388536809
2.183512	9.002198	1.9153614	1447388536829
2.1260512	8.848969	1.8770541	1447388536849
1.8770541	8.159439	1.9728222	1447388536869
2.1260512	8.2169	1.9919758	1447388536891
2.3750482	8.255207	2.0111294	1447388536910
2.4516625	8.025364	2.2409728	1447388536929
2.2026656	8.6574335	1.7046716	1447388536949
2.7964275	8.082825	1.9536686	1447388536969
2.4899697	7.52737	1.9153614	1447388536989
1.8387469	8.446744	1.685518	1447388537010
0.34476504	9.710882	1.5897499	1447388537029
0.17238252	10.055647	1.4748282	1447388537049
0.8810662	9.385271	1.8579005	1447388537069
1.3024458	8.676587	1.7429788	1447388537090
0.7086837	7.431602	1.8195933	1447388537110
0.45968673	7.929596	1.4173675	1447388537130
0.78529817	9.844957	0.9959879	1447388537152
2.087744	11.204864	1.7238252	1447388537170
1.5131354	9.9790325	1.7621324	1447388537189
0.842759	9.500193	1.3982137	1447388537209
-0.32561144	9.136273	1.4748282	1447388537230
-0.9576807	8.312668	1.4556746	1447388537249
0.6512229	8.178593	-0.32561144	1447388537274
1.3215994	8.523358	2.336741	1447388537292
0.9576807	8.485051	1.0151415	1447388537310
1.436521	9.346964	1.0151415	1447388537330
1.7429788	11.645397	2.6431987	1447388537349
2.336741	10.955867	2.4899697	1447388537369
2.4708161	9.883265	1.7046716	1447388537390
-0.40222588	8.063671	1.0151415	1447388537409
0.9576807	9.021352	0.4213795	1447388537429
1.5897499	9.749189	-0.038307227	1447388537449
1.5897499	10.764331	-0.30645782	1447388537469
1.2066777	11.109096	1.7429788	1447388537489
1.4173675	11.262324	1.7046716	1447388537510
0.93852705	11.166556	1.7621324	1447388537530
0.842759	10.400413	1.6280571	1447388537549
0.9768343	8.983045	1.532289	1447388537569
2.1068976	9.787497	1.1109096	1447388537590
1.8770541	8.829816	0.93852705	1447388537610
1.1683705	8.504205	0.7661445	1447388537629
0.9768343	12.890382	1.5705963	1447388537649
2.4899697	6.205771	3.6966474	1447388537670
1.340753	5.45878	-3.0071173	1447388537690
2.432509	9.595961	-2.7964275	1447388537710
1.532289	12.105083	-2.183512	1447388537730
0.51714754	11.702858	-1.1875241	1447388537752
-2.0494366	12.660539	0.90021986	1447388537769
-1.4939818	11.243171	1.436521	1447388537791
0.90021986	9.32781	0.05746084	1447388537810
1.1875241	8.848969	0.11492168	1447388537830
1.4556746	8.485051	0.45968673	1447388537850
0.34476504	9.423578	-0.61291564	1447388537870
0.15322891	9.251195	-0.34476504	1447388537890
0.15322891	9.5385	-0.038307227	1447388537910
0.30645782	9.595961	0.05746084	1447388537930
0.38307226	9.691729	-0.21068975	1447388537951
0.4405331	9.500193	-0.38307226	1447388537973
0.40222588	9.557653	-0.32561144	1447388537990
0.4213795	9.634268	-0.22984336	1447388538010
0.5363012	9.595961	-0.1340753	1447388538030
0.5746084	9.595961	-0.17238252	1447388538049
0.59376204	9.576807	-0.15322891	1447388538070
0.6512229	9.595961	-0.1340753	1447388538089
0.7086837	9.5385	-0.019153614	1447388538110
0.7469909	9.557653	0.05746084	1447388538130
0.82360536	9.576807	0.1340753	1447388538149
0.82360536	9.595961	0.1340753	1447388538170
0.78529817	9.5385	0.038307227	1447388538190
0.78529817	9.5385	0.019153614	1447388538210
0.7661445	9.5385	0.0	1447388538230
0.7278373	9.5385	0.038307227	1447388538250
0.6512229	9.5385	0.076614454	1447388538287
0.63206923	9.500193	0.019153614	1447388538291
0.5746084	9.500193	0.0	1447388538310
0.5554548	9.442732	0.019153614	1447388538330
0.59376204	9.442732	0.19153613	1447388538354
0.63206923	9.5385	0.21068975	1447388538372
0.5554548	9.519346	0.11492168	1447388538389
0.47884035	9.653421	0.11492168	1447388538409
0.5554548	9.672575	0.076614454	1447388538429
0.63206923	9.672575	0.05746084	1447388538450
0.6512229	9.672575	0.0	1447388538476
0.5554548	9.557653	-0.095768064	1447388538490
0.5554548	9.442732	-0.095768064	1447388538509
0.61291564	9.385271	0.019153614	1447388538529
0.7086837	9.32781	0.11492168	1447388538550
0.7278373	9.595961	0.19153613	1447388538570
0.78529817	9.653421	0.21068975	1447388538590
0.842759	9.691729	0.22984336	1447388538610
0.78529817	9.710882	0.24899697	1447388538629
0.63206923	9.576807	0.17238252	1447388538650
0.6512229	9.557653	0.22984336	1447388538672
0.7469909	9.500193	0.24899697	1447388538690
0.78529817	9.481039	0.24899697	1447388538709
0.63206923	9.5385	0.038307227	1447388538729
